ID,InfoLink,ImageLink,Name,Gender,Color,Breed,Age,Weight,Located,Treated,FemaleGender,AgeYear,AgeMonth,AgeWeek,AgeDay,ShelterSince,Comment,ScrapedOn
A312242,"https://petharbor.com/detail.asp?ID=A312242&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312242&LOCATION=SNCR,stetson,Male,gray,domestic shorthair,3 months old,2.1,S F09,False,False,,3,,,2024-06-05,"A312242 Stetson - Little Stetson is afraid of nothing (except for maybe vacuum cleaners, but who isn’t?)  He’s a little love bug who will always look forward to your attention even if he's playing with his siblings Derby and Fedora .  He seemed fine with his foster family's resident cats and always greeted people at the door wanting some extra loving.  He’s a busy little boy but seems most happy when he has human attention - especially when he is being held.",2024-06-06
A312243,"https://petharbor.com/detail.asp?ID=A312243&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312243&LOCATION=SNCR,porcini,Male,buff tiger,domestic shorthair,3 months old,1.1,S K03,False,False,,3,,,2024-06-05,Meet the Mushroom Litter! These four kittens came into the Shelter as strays not quite sure of the world around them. They hung out ina  foster home for a couple weeks and are now ready for adoption!Porcini loves to sit in my lap. He purrs at the drop of a hat!,2024-06-06
A312245,"https://petharbor.com/detail.asp?ID=A312245&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312245&LOCATION=SNCR,derby,Male,gray,domestic shorthair,3 months old,2.6,S F09,False,False,,3,,,2024-06-05,"A312245 Derby -  Derby may have the thick  gray fur of a Russian Blue.  He has been building his trust of people and is most adorable when he falls asleep in your arms after playing hard with his siblings  Stetson and Fedora, stick toys, or whatever else he can lay his paws on.  His sweet purr is intoxicating -  listen to it as you rub your fingers down his back while he’s on your lap -  you will be hooked!",2024-06-06
A312246,"https://petharbor.com/detail.asp?ID=A312246&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312246&LOCATION=SNCR,fedora,Female,gray,domestic shorthair,3 months old,1.8,S F09,False,True,,3,,,2024-06-05,"A312246 Fedora - This sweet little girl holds her own with her two larger, more rambunctious brothers, Derby and Stetson.  Fedora is playful and loving and will curl up in your lap and purr til she falls asleep in your arms.  She is absolutely adorable with the perfect combo of playful and cuddly.",2024-06-06
A312247,"https://petharbor.com/detail.asp?ID=A312247&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312247&LOCATION=SNCR,button,Male,gray tabby,domestic shorthair,3 months old,1.1,S K03,False,False,,3,,,2024-06-05,Meet the Mushroom Litter! These four kittens came into the Shelter as strays not quite sure of the world around them. They hung out in a foster home for a couple weeks and are now ready for adoption!Button was friendly right from the start! He is confident and playful.,2024-06-06
A312547,"https://petharbor.com/detail.asp?ID=A312547&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312547&LOCATION=SNCR,toothless,Male,black,domestic shorthair,2 months old,1.75,S F12,False,False,,2,,,2024-06-05,"Meet Hiccup & Toothless! These two boys came to the Shelter as underage kittens and spent time in a foster home with a family (including children). They are social, outgoing kittens and ready for their adoptive homes. They would do well in a variety of home environments but are required to be indoors only. A home with other animals is likely a fit provided there is a slow, thoughtful introduction.",2024-06-06
A312548,"https://petharbor.com/detail.asp?ID=A312548&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312548&LOCATION=SNCR,hiccup,Male,black,domestic shorthair,2 months old,1.9,S F12,False,False,,2,,,2024-06-05,"Meet Hiccup & Toothless! These two boys came to the Shelter as underage kittens and spent time in a foster home with a family (including children). They are social, outgoing kittens and ready for their adoptive homes. They would do well in a variety of home environments but are required to be indoors only. A home with other animals is likely a fit provided there is a slow, thoughtful introduction.",2024-06-06
A312551,"https://petharbor.com/detail.asp?ID=A312551&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312551&LOCATION=SNCR,cade,Male,gray tabby,domestic mediumhair,3 months old,2.1,S F15,False,False,,3,,,2024-06-05,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-06
A312552,"https://petharbor.com/detail.asp?ID=A312552&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312552&LOCATION=SNCR,cali,Female,brn tabby & tortie,domestic shorthair,3 months old,2.0,S F15,False,True,,3,,,2024-06-05,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-06
A312609,"https://petharbor.com/detail.asp?ID=A312609&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312609&LOCATION=SNCR,bergamot,Female,brn tabby & black,domestic mediumhair,2 months old,,S F23,False,True,,2,,,2024-05-29,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-06
A312610,"https://petharbor.com/detail.asp?ID=A312610&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312610&LOCATION=SNCR,bamboo,Male,brn tabby,domestic shorthair,7 weeks old,,S F24,False,False,,,7,,2024-05-29,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-06
A312611,"https://petharbor.com/detail.asp?ID=A312611&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312611&LOCATION=SNCR,bean,Male,gray,domestic shorthair,2 months old,,S F23,False,False,,2,,,2024-05-29,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-06
A312612,"https://petharbor.com/detail.asp?ID=A312612&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312612&LOCATION=SNCR,berry,Male,black,domestic shorthair,2 months old,,S F24,False,False,,2,,,2024-05-29,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-06
A312656,"https://petharbor.com/detail.asp?ID=A312656&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312656&LOCATION=SNCR,mona,Female,gray tiger & white,domestic shorthair,"2 years, 1 month old",9.5,S K16,False,True,2,2,,,2024-05-31,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-06
A312657,"https://petharbor.com/detail.asp?ID=A312657&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312657&LOCATION=SNCR,mina,Female,lilac pt & cream,siamese mix,3 months old,2.1,S K16,False,True,,3,,,2024-05-31,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-06
A312679,"https://petharbor.com/detail.asp?ID=A312679&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312679&LOCATION=SNCR,myrna,Female,gray & pastel,domestic shorthair,2 months old,2.1,S K17,False,True,,2,,,2024-06-01,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-06
A312685,"https://petharbor.com/detail.asp?ID=A312685&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312685&LOCATION=SNCR,max,Male,gray tiger,domestic shorthair,2 months old,2.0,S K17,False,False,,2,,,2024-06-01,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-06
A312686,"https://petharbor.com/detail.asp?ID=A312686&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312686&LOCATION=SNCR,kirby,Male,brn tabby,maine coon mix,1 year,8.5,S K12,False,False,1,,,,2024-06-01,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-06
A312693,"https://petharbor.com/detail.asp?ID=A312693&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312693&LOCATION=SNCR,molly,Female,gray & pastel,domestic shorthair,2 months old,2.4,S K17,False,True,,2,,,2024-06-02,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-06
A312717,"https://petharbor.com/detail.asp?ID=A312717&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=54&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312717&LOCATION=SNCR,matthew,Male,brn tabby,domestic shorthair,2 months old,,S K18,False,False,,2,,,2024-06-03,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-06
A287435,"https://petharbor.com/detail.asp?ID=A287435&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=62&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A287435&LOCATION=SNCR,prince,Male/Neutered,gray tabby,domestic shorthair,,13.5,S FER02,True,False,,,,,2024-06-02,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-07
A311886,"https://petharbor.com/detail.asp?ID=A311886&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=62&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A311886&LOCATION=SNCR,adela,Female/Spayed,gray & white,domestic mediumhair,2 months old,1.75,S F22,True,True,,2,,,2024-06-06,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-07
A311898,"https://petharbor.com/detail.asp?ID=A311898&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=62&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A311898&LOCATION=SNCR,tonks,Female/Spayed,tortie,domestic shorthair,2 months old,1.8,S K07,True,True,,2,,,2024-06-04,"Meet Tonks! She hung out in a wonderful foster home growing big and strong with her mama and siblings. Now she is ready for an adoptive home. Could that be you?More about Tonks.. She is a gem! Very sweet, gentle, and loving from the first day I had her. She doesn’t eat when there’s a crowd. She purrs easily. She likes to be held; purrs when held or when the person she bonded with gets near her. Trusts and likes people. Ladylike (as you can see in the photo). Likes shoestring toys, wand toys, and chasing ping pong balls. Cautious around strangers. Uses litter box well. She gets along with her siblings but I don’t know about how she will do with other animals/pets.",2024-06-07
A311900,"https://petharbor.com/detail.asp?ID=A311900&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=62&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A311900&LOCATION=SNCR,thane,Male/Neutered,brn tabby,domestic shorthair,2 months old,2.3,S K07,True,False,,2,,,2024-06-04,"Meet Thane! He hung out in a wonderful foster home growing big and strong with his mama and siblings. Now he is ready for an adoptive home. Could that be you?More about Thane.. He has come a long way from staying away from people to purring when pet, coming up to me, and snoozing on my lap. Can be assertive with other kittens when playing. Likes mouse toys and wand toys. Uses litter box well. Cautious around strangers then will play with them. He gets along with siblings but I don’t know about how he will do with other animals/pets.",2024-06-07
A311903,"https://petharbor.com/detail.asp?ID=A311903&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=62&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A311903&LOCATION=SNCR,sport,Male/Neutered,org tabby & white,domestic shorthair,2 months old,1.5,S K07,True,False,,2,,,2024-06-04,"Meet Sport! He hung out in a wonderful foster home growing big and strong with his mama and siblings. Now he is ready for an adoptive home. Could that be you?More about Sport.. He has become a sweetie who purrs when pet or held and will come up to the person he bonds with when they walk into the room. Likes people. Likes all kinds of toys, including ping pong balls. Uses litter box well. He gets along with siblings but I don’t know about how he will do with other animals/pets.",2024-06-07
A312188,"https://petharbor.com/detail.asp?ID=A312188&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=62&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312188&LOCATION=SNCR,thomas,Male,black,domestic shorthair,4 months old,3.2,S F19,False,False,,4,,,2024-06-05,Handsome little panther. Thomas is a lover and wants to be right beside you on the couch or bed. His purr is hypnotic and he really enjoys the back of his head scratched. This boy is always curious in the kitchen and wants to know what we are cooking and eating. Almost like he expects a cute little plate on the table for him to join in.  He will fit in perfectly with any loving family.,2024-06-07
A312189,"https://petharbor.com/detail.asp?ID=A312189&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=62&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312189&LOCATION=SNCR,larry,Male,gray tabby,domestic shorthair,4 months old,3.5,S F19,False,False,,4,,,2024-06-05,"A gentleman in a gray suit! Larry is a play hard/nap hard type of kitten. He loves to jump and chase any kind of toys and will even bring them to you when he is ready. But once it is time to unwind, Larry is right there to lay on your lap or in your arms. Great kitten for any home and very easy to train!",2024-06-07
A312190,"https://petharbor.com/detail.asp?ID=A312190&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=62&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312190&LOCATION=SNCR,shayla,Female,brn tabby,domestic shorthair,4 months old,3.0,S F19,False,True,,4,,,2024-06-05,"Sweet baker girl.  Shay starts out a little timid, but she will quickly warm up to her surroundings and family. She is amazing at cranking out biscuits when she is happy! Shay will snuggle up to you when it is time to slow down for the day and she loves chin scratches. Give this little princess some love and she will be your best friend.",2024-06-07
A312706,"https://petharbor.com/detail.asp?ID=A312706&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=62&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312706&LOCATION=SNCR,pickles,Female,gray,domestic shorthair,8 months old,6.6,S F31,False,True,,8,,,2024-06-02,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-07
A312707,"https://petharbor.com/detail.asp?ID=A312707&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=62&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312707&LOCATION=SNCR,peanut,Female/Spayed,black,domestic shorthair,8 years old,6.8,S F34,True,True,8,,,,2024-06-02,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-07
A312710,"https://petharbor.com/detail.asp?ID=A312710&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=62&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312710&LOCATION=SNCR,penny,Female,gray tabby,domestic shorthair,7 months old,6.3,S F54,False,True,,7,,,2024-06-02,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-07
A312141,"https://petharbor.com/detail.asp?ID=A312141&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312141&LOCATION=SNCR,mama jade,Female,gray tabby,domestic shorthair,"1 year, 1 month old",6.2,S GAR02,False,True,1,1,,,2024-06-10,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312142,"https://petharbor.com/detail.asp?ID=A312142&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312142&LOCATION=SNCR,shadow,Female,black,domestic shorthair,2 months old,2.25,S GAR02,False,True,,2,,,2024-06-10,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
A312143,"https://petharbor.com/detail.asp?ID=A312143&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=70&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A312143&LOCATION=SNCR,cinna,Female,brn tiger,domestic shorthair,2 months old,0.9,S GAR02,False,True,,2,,,2024-06-10,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-06-11
